analysis_id,dataset,cross_label,intersectional,model,mitigation,seed,accuracy,attr_a_abs_spd,attr_a_abs_eod,attr_b_abs_spd,attr_b_abs_eod,max_marginal_abs_spd,max_marginal_abs_eod,subgroup_pr_range,subgroup_tpr_range,subgroup_fpr_range,n_subgroup_cells,min_cell_n,runtime_seconds,status
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,45,0.8633502226316597,0.19042150377991449,0.11077140698590282,0.19192695682782945,0.05441100684332267,0.19192695682782945,0.11077140698590282,0.31176148258960124,0.12870432263814613,0.1196355085243974,4,1013,0.38872830000000214,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,46,0.8696453247351451,0.1770208152920726,0.10548594595457372,0.18209245389716042,0.07833256985799353,0.18209245389716042,0.10548594595457372,0.284628928924776,0.14662996577890197,0.08905732059402578,4,1022,0.3708664000000006,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,47,0.8671886995240289,0.18372032607243086,0.10659323224768247,0.19933742964204404,0.10212663355355156,0.19933742964204404,0.10659323224768247,0.3069898541574997,0.1402393418100224,0.10809769599042489,4,1002,0.3803145000000008,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,48,0.8719484108705665,0.18593140784993845,0.1292954622172927,0.19615147865649674,0.0362216156755335,0.19615147865649674,0.1292954622172927,0.31127496736603527,0.14368219187811848,0.10384391107895811,4,989,0.3683917000000001,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,49,0.8608935974205435,0.15270753289265848,0.044493586908447624,0.19261271950781694,0.08910730536940514,0.19261271950781694,0.08910730536940514,0.2844531976182369,0.10739784710017575,0.09708349008678382,4,965,0.37617990000000034,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,50,0.8694917856594503,0.17696146003030336,0.1089965826358279,0.1884643282807953,0.09044620448158225,0.1884643282807953,0.1089965826358279,0.30068318777996195,0.12660457420405113,0.09578153197506432,4,1001,0.3816828999999977,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,51,0.8751727314601566,0.18165319559360404,0.0824912064280594,0.18902323366677948,0.05899564744632224,0.18902323366677948,0.0824912064280594,0.30328491080362996,0.14567550505050508,0.09098759054453037,4,1022,0.3751346999999967,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,52,0.8682634730538922,0.1833961850250201,0.10959753646122927,0.18110817908606255,0.08160849772382406,0.1833961850250201,0.10959753646122927,0.29331644784451566,0.18695661371184402,0.0820287503290133,4,1020,0.3690788000000005,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,53,0.8731767234761246,0.18028534842852473,0.08075412411626082,0.19262851300339728,0.09935359087901452,0.19262851300339728,0.09935359087901452,0.3011264711713498,0.11788153622214759,0.09524125803350032,4,982,0.37416939999999954,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,54,0.865806847842776,0.17589706138122388,0.1482644219795064,0.1898005422763012,0.11674356392491614,0.1898005422763012,0.1482644219795064,0.29669241255286954,0.18146791428625658,0.09339139578475747,4,998,0.3769943999999974,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,55,0.8653462306156917,0.16123765036583854,0.0451000101976895,0.18140499132892907,0.05072924017878144,0.18140499132892907,0.05072924017878144,0.2917412690605017,0.10636349466136696,0.10451576695267129,4,988,0.3708007000000002,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,56,0.8635037617073545,0.1745666931353025,0.07537237248318018,0.19100932707377516,0.08565165865662727,0.19100932707377516,0.08565165865662727,0.3004376225537938,0.12474837181764353,0.11027033723690045,4,965,0.370126299999999,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,57,0.8705665591893137,0.180297942630036,0.05238765467455042,0.18312284730195177,0.01437806260075658,0.18312284730195177,0.05238765467455042,0.2940799562925426,0.11233859397417512,0.09546623359047232,4,1031,0.3877865000000007,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,58,0.8679563949025026,0.17287921202650802,0.07851458885941642,0.18345929507265968,0.07287599925636734,0.18345929507265968,0.07851458885941642,0.28776338829709613,0.11372377622377627,0.09253065774804906,4,979,0.37915089999999907,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,59,0.8595117457392907,0.1755734249520477,0.0913677789087195,0.1722525773482705,0.07824030508642466,0.1755734249520477,0.0913677789087195,0.27721957726046864,0.11109213902964499,0.09113622865581487,4,1022,0.39182089999999903,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,60,0.8687240902809765,0.17573390639179162,0.03699340962864428,0.1742204209385061,0.029426958414818682,0.17573390639179162,0.03699340962864428,0.289976171747074,0.046712936186620424,0.08951568121828957,4,1009,0.3928024999999984,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,61,0.8697988638108398,0.17601277106633378,0.04128959276018107,0.17426727354450144,0.04904797284500961,0.17601277106633378,0.04904797284500961,0.2921494104637755,0.05847585513078468,0.09190372859826934,4,959,0.795311599999998,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,62,0.8639643789344388,0.18152635215475016,0.08852486142136173,0.16984691924990436,0.011186696900982618,0.18152635215475016,0.08852486142136173,0.28730928162746344,0.13888888888888884,0.09590023287167546,4,1040,0.5077238000000008,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,63,0.8707200982650084,0.17614870789293285,0.12656541672266775,0.18040064394088012,0.10521541950113378,0.18040064394088012,0.12656541672266775,0.2971199250427436,0.2435043304463691,0.0898311371523412,4,982,0.3858446000000022,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,64,0.8699524028865346,0.17161713649643778,0.08251882371803598,0.19566818927206753,0.1459921798631476,0.19566818927206753,0.1459921798631476,0.3011567438786944,0.1825950890707751,0.09644930054853303,4,993,0.39059819999999945,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,65,0.8645785352372178,0.16811040003297756,0.08746331236897276,0.1920234620433902,0.04775503728383301,0.1920234620433902,0.08746331236897276,0.29968172059211273,0.10323105411626254,0.10590381347056843,4,955,0.3930505999999987,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,66,0.8679563949025026,0.17213353303945972,0.04799336215555261,0.17798345540776161,0.08474279970281018,0.17798345540776161,0.08474279970281018,0.28236531330930625,0.10883821447201736,0.08871035116544598,4,1014,0.41980090000000203,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,67,0.8659603869184708,0.16987889622242064,0.054818015187221736,0.1984278058257325,0.07699256659095599,0.1984278058257325,0.07699256659095599,0.3015792779130861,0.09601337835313206,0.10731724970996354,4,940,0.47965380000000124,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,68,0.8665745432212498,0.1787852833794643,0.07184302947014809,0.18989518935321925,0.06035854861719858,0.18989518935321925,0.07184302947014809,0.30643591789194385,0.13267457180500664,0.10504415111337165,4,964,0.38584519999999856,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,69,0.8710271764163979,0.16694194197921214,0.06857758996796426,0.1809409764745007,0.020779253830101263,0.1809409764745007,0.06857758996796426,0.27988323905099766,0.0880694953646406,0.08726868468697392,4,1005,0.38195859999999726,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,70,0.8668816213726394,0.18421936120047808,0.15110807824787165,0.18341048558439865,0.06712220695271542,0.18421936120047808,0.15110807824787165,0.2999289267945984,0.2036674981460257,0.09178599582456232,4,1005,0.38227159999999927,success
adult_sex_age,adult,sex x age_group,True,xgboost,baseline,71,0.8688776293566712,0.17042810609585854,0.049258482801459724,0.18827776599673246,0.09113416833889687,0.18827776599673246,0.09113416833889687,0.2992101927482109,0.20502174772637405,0.09566640423456478,4,1014,0.45048519999999925,success
