analysis,dataset,protected_attribute,model,mitigation,config_id,config_label,seed,accuracy,f1,abs_spd,abs_eod,cfs,runtime_seconds,status,error,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,rank_accuracy_desc,rank_cfs_asc,delta_accuracy_vs_default,delta_cfs_vs_default
optional_tuning_sensitivity,adult,sex,xgboost,baseline,shallower,"shallower (d=3, lr=0.05, n=300)",71,0.8651926915399969,0.6797957695113056,0.16137480438752022,0.06056370836245051,0.14777744870762655,0.978513300000003,success,,300,3,0.05,0.9,0.9,4.0,3.0,-0.0036849378166743385,-0.0011555563899308119
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",42,0.862582527253186,0.6891281695032998,0.1813500044742348,0.07713401149933663,0.15993298294035588,1.3893750999999952,success,,300,7,0.05,0.9,0.9,2.0,3.0,0.0003070781513895282,0.004105573976535631
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",43,0.8717948717948718,0.7056750088121254,0.153000286831224,0.023049645390070927,0.14730505824302353,1.6373193999999955,success,,300,7,0.05,0.9,0.9,2.0,2.0,-0.0010747735298632932,-0.0007271361831814038
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",44,0.8701059419622293,0.7039888033589924,0.177622898466234,0.10533606606408064,0.16838369247539506,2.123481499999997,success,,300,7,0.05,0.9,0.9,1.0,1.0,0.000767695378473765,-0.00545800649200498
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",45,0.8630431444802702,0.6951469583048531,0.18924192030834727,0.11656137982028902,0.17525147798625335,1.5911552000000029,success,,300,7,0.05,0.9,0.9,3.0,4.0,-0.0003070781513895282,0.0028110593345084256
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",46,0.8693382465837556,0.6976909413854352,0.17333394029604252,0.10098482067325343,0.16441831414027105,1.4474564000000072,success,,300,7,0.05,0.9,0.9,2.0,3.0,-0.0003070781513895282,-0.0012411756936736296
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",47,0.8662674650698603,0.6966213862765588,0.1815467593211279,0.10317082568391467,0.1674804040588967,1.5973937999999919,success,,300,7,0.05,0.9,0.9,2.0,4.0,-0.0009212344541685846,0.001970547325056138
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",48,0.8725625671733456,0.7141873278236915,0.18153334157160692,0.11137901657263183,0.173228386194421,1.6716485999999975,success,,300,7,0.05,0.9,0.9,1.0,3.0,0.0006141563027790564,-0.004786841138323172
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",49,0.8613542146476278,0.6808059384941676,0.15528061968990575,0.04542237947810712,0.15348766484750082,1.6684731,success,,300,7,0.05,0.9,0.9,3.0,4.0,0.0004606172270843478,0.002945008069948074
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",50,0.8688776293566712,0.6992957746478873,0.17716936852778,0.11902580357585058,0.17257193716408517,1.7386722000000105,success,,300,7,0.05,0.9,0.9,2.0,4.0,-0.0006141563027790564,0.0027414027756794412
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",51,0.8773222785198833,0.7215057511327988,0.18140545538603792,0.07421941420641143,0.1558970914181998,1.6241586999999953,success,,300,7,0.05,0.9,0.9,1.0,2.0,0.0021495470597266975,-0.0010879381541231692
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",52,0.8665745432212498,0.701271914747336,0.18237479584558514,0.11180017963303535,0.17231507508404142,1.9372589999999974,success,,300,7,0.05,0.9,0.9,3.0,4.0,-0.0016889298326423496,0.0028614535365236726
optional_tuning_sensitivity,adult,sex,xgboost,baseline,deeper,"deeper (d=7, lr=0.05, n=300)",53,0.8725625671733456,0.708976157082749,0.17612730778425534,0.06675831369468443,0.15389330110401045,1.6173181000000056,success,,300,7,0.05,0.9,0.9,2.0,1.0,-0.0006141563027790564,-0.004034259254582506
