analysis,dataset,evaluation_cells,model,condition_id,mitigation,eo_protected_attribute,eo_protected_column,seed,accuracy,f1,sex_abs_spd,sex_abs_eod,race_abs_spd,race_abs_eod,marginal_abs_spd,marginal_abs_eod,subgroup_pr_gap,subgroup_tpr_gap,subgroup_fpr_gap,n_cells,min_cell_n,cfs_sex,runtime_seconds,status,error
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,53,0.8731767234761246,0.7109867039888035,0.18028534842852473,0.08075412411626082,0.1038886534763193,0.07344725599737101,0.18028534842852473,0.08075412411626082,0.22453417696293343,0.1486482956771582,0.07677922077922078,4,416,0.25849129959860623,1.6461688999999922,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,54,0.865806847842776,0.6924700914848697,0.17589706138122388,0.1482644219795064,0.08963870160072254,0.039408866995073955,0.17589706138122388,0.1482644219795064,0.20921984588808087,0.15896933958464243,0.07153959348845765,4,452,0.28018615201063757,2.2296038000000067,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,55,0.8653462306156917,0.6902154715648181,0.16123765036583854,0.0451000101976895,0.09128862063049634,0.0797377787462773,0.16123765036583854,0.0797377787462773,0.1945958109324446,0.11568831836419968,0.07174129353233831,4,440,0.22622963710580568,1.6398365999999953,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,56,0.8635037617073545,0.6905673512008355,0.1745666931353025,0.07537237248318018,0.06150298295281503,0.02795123401724653,0.1745666931353025,0.07537237248318018,0.20931905769381462,0.10578995433789962,0.07431452367583755,4,438,0.25038977419765795,1.407562900000002,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,57,0.8705665591893137,0.7034822370735138,0.180297942630036,0.05238765467455042,0.0963074274722533,0.04769966875230036,0.180297942630036,0.05238765467455042,0.21431191019276352,0.10372881355932206,0.07061050197657939,4,435,0.24957864375238495,1.3617038000000008,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,58,0.8679563949025026,0.6950354609929078,0.17287921202650802,0.07851458885941642,0.059735457181277596,0.026666666666666727,0.17287921202650802,0.07851458885941642,0.19404899415521787,0.09273918642527079,0.059663819471369436,4,417,0.25369676589456325,1.3775406999999973,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,59,0.8595117457392907,0.6723952738990332,0.1755734249520477,0.0913677789087195,0.07692571075748644,0.040735351855701096,0.1755734249520477,0.0913677789087195,0.22030161421305333,0.20602420602420607,0.07396772049907684,4,444,0.26310591797267346,1.682902800000008,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,60,0.8687240902809765,0.6994727592267136,0.17573390639179162,0.03699340962864428,0.07696590994986016,0.03531853042758937,0.17573390639179162,0.03699340962864428,0.2141907671135762,0.1062106735026801,0.07398006371390402,4,398,0.23905126735504392,1.5404848000000015,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,61,0.8697988638108398,0.7034965034965035,0.17601277106633378,0.04128959276018107,0.07434834725398173,0.003608224365951429,0.17601277106633378,0.04128959276018107,0.19864159617044558,0.12121212121212122,0.060418928683596176,4,423,0.23878961712392868,2.0998646999999977,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,62,0.8639643789344388,0.6908583391486391,0.18152635215475016,0.08852486142136173,0.08857862321041732,0.13934659090909096,0.18152635215475016,0.13934659090909096,0.21340662142548938,0.17304625199362045,0.07034511306835407,4,424,0.26173034364674275,1.879996300000002,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,63,0.8707200982650084,0.700355871886121,0.17614870789293285,0.12656541672266775,0.05289610176691087,0.04205428928814192,0.17614870789293285,0.12656541672266775,0.1928804064248888,0.18139033238552804,0.07009819197141948,4,419,0.2761688772706669,1.5032334999999932,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,64,0.8699524028865346,0.7029112592072957,0.17161713649643778,0.08251882371803598,0.08104337940283185,0.09126492503815431,0.17161713649643778,0.09126492503815431,0.21628846712378935,0.17663323393873676,0.06896668391513752,4,419,0.25043895790926013,1.5351057999999966,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,65,0.8645785352372178,0.6911764705882353,0.16811040003297756,0.08746331236897276,0.09324418747359996,0.039030016597743855,0.16811040003297756,0.08746331236897276,0.2161277695518875,0.1007872846108141,0.06548990759576337,4,426,0.24881503850174638,1.3355181999999957,success,
optional_subgroup_mitigation_sensitivity,adult,sex_binary x race_binary,xgboost,baseline,baseline,,,66,0.8679563949025026,0.6965419901199718,0.17213353303945972,0.04799336215555261,0.07478632478632477,0.05427881512937405,0.17213353303945972,0.05427881512937405,0.21715633503044432,0.2142857142857143,0.06686060731622397,4,421,0.2396533697452886,1.4434163999999896,success,
