dataset,model,mitigation,protected_attribute,run_block,n_seeds,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_spd,std_spd,mean_di,std_di,mean_eod,std_eod,mean_aod,std_aod,mean_cfs,std_cfs,mean_acfs_balanced,std_acfs_balanced,mean_abs_spd,mean_abs_eod,mean_abs_aod
acs_income_ca_2018,random_forest,reweighing,sex,required,30,0.7832033333333333,0.003851330565718407,0.7412857179841602,0.005289986152548233,0.7250933593115765,0.006994211111326351,0.7330815429483175,0.004968650963734967,-0.06911033503537416,0.009866623707307069,0.841094748611356,0.020611526041667605,0.0020129903512728017,0.011552668166450463,-0.00194179396675663,0.007040303837180567,0.060716595610951364,0.007697572735752755,0.06071659561095136,0.007697572735752751,0.06911033503537416,0.00902041001773522,0.005830386002052177
acs_income_ca_2018,xgboost,baseline,age_group,optional_main_grid_extension,30,0.81414,0.004056123510327868,0.7760994648951016,0.005559172793128846,0.7693132001948367,0.0061597541331868105,0.7726793137677418,0.004980292090653448,-0.20937613199244023,0.007343978133347572,0.572367707589678,0.012738447453669666,-0.10340403160633009,0.013728136494733773,-0.0923468306082182,0.007976622223237584,0.20818982165432756,0.009407156877245785,0.20818982165432756,0.009407156877245785,0.20937613199244023,0.10340403160633009,0.0923468306082182
acs_income_ca_2018,xgboost,baseline,sex,optional_main_grid_extension,30,0.81414,0.004056123510327868,0.7760994648951016,0.005559172793128846,0.7693132001948367,0.0061597541331868105,0.7726793137677418,0.004980292090653448,-0.07911616485572609,0.01040018529201133,0.822209947934841,0.020916498284570293,0.0006411058845911099,0.010392056975684783,-0.003896205232442453,0.006910600700520234,0.06798571023427619,0.008629347578070743,0.06798571023427619,0.00862934757807075,0.07911616485572609,0.00857551595358369,0.0064611080626360735
acs_income_ca_2018,xgboost,equalized_odds,age_group,optional_main_grid_extension,30,0.7802466666666666,0.004581276236380323,0.7406669534638924,0.007243980136403905,0.7154164637116415,0.01249362404118724,0.7277390777373679,0.006676612720306012,-0.11208231378087491,0.011496406815470294,0.7459450126623945,0.02331300025371243,-0.006256533476251497,0.023698257011312816,-0.004008340602301953,0.012905458996562947,0.09923097626871863,0.011434483337948359,0.09923097626871863,0.011434483337948359,0.11208231378087491,0.019294672319761372,0.011491931636632785
acs_income_ca_2018,xgboost,equalized_odds,sex,optional_main_grid_extension,30,0.8086566666666666,0.005033589473577057,0.768926829880675,0.007508705184794593,0.7635005682740704,0.007529427513836857,0.7661779566887322,0.005988455320889339,-0.07245191230228584,0.013754264232385158,0.8364147512082372,0.028830364882668158,0.0007918729495286937,0.014941684868953342,0.0006301472010363968,0.01099127500683466,0.0641319719744872,0.01182701694425119,0.06413197197448722,0.011827016944251183,0.07245191230228584,0.011123280673729747,0.00936744613017053
acs_income_ca_2018,xgboost,reweighing,age_group,optional_main_grid_extension,30,0.8122333333333335,0.004167140202976657,0.7759727650772702,0.006184884558377455,0.7630297126156844,0.005348078381493357,0.7694349388336229,0.004892182456570495,-0.19672052634827192,0.008304334740838694,0.5913627803302481,0.014684683822090502,-0.08641056031361935,0.014636843137658005,-0.07917484312156779,0.008426701083950081,0.19273578736330282,0.010310981955823632,0.19273578736330282,0.010310981955823641,0.19672052634827192,0.08641056031361935,0.07917484312156779
acs_income_ca_2018,xgboost,reweighing,sex,optional_main_grid_extension,30,0.8125266666666667,0.003966317960138791,0.7739287002564023,0.005712989237703872,0.7677057963955188,0.006439621555367162,0.7707877542910839,0.004864689260699193,-0.05677530981497832,0.011284514289153242,0.8695610436880725,0.02384109335472614,0.02706572479199402,0.012463249203815457,0.019073644930556685,0.008388149391625877,0.058338408962364134,0.006099196848805366,0.05833840896236416,0.006099196848805363,0.05677530981497832,0.02706572479199402,0.019073644930556685
adult,gradient_boosting,baseline,age_group,optional_main_grid_extension,30,0.8617943599979528,0.00372241141009195,0.7848616441500839,0.0115287041623395,0.5869260204081631,0.011704811856050138,0.6715376938495506,0.009591212566267606,-0.1698808319270986,0.00757963867671998,0.3130357038650334,0.021143687394043,-0.05442781762446004,0.0323247424385715,-0.04817927829573036,0.016025340630366657,0.24001422757530688,0.016482496846554857,0.2400142275753069,0.016482496846554857,0.1698808319270986,0.05503250394343207,0.04817927829573036
adult,gradient_boosting,baseline,race,optional_main_grid_extension,30,0.8617943599979528,0.00372241141009195,0.7848616441500839,0.0115287041623395,0.5869260204081631,0.011704811856050138,0.6715376938495506,0.009591212566267606,-0.07462689485153659,0.014008215730814799,0.6100130409701109,0.06842839085674757,-0.030535449496029786,0.04804252295273893,-0.024273007438349613,0.024156047080905598,0.13473376929205214,0.027480471442750176,0.13473376929205214,0.027480471442750176,0.07462689485153659,0.045482543963323394,0.028838679323459324
adult,gradient_boosting,baseline,sex,optional_main_grid_extension,30,0.8617943599979528,0.00372241141009195,0.7848616441500839,0.0115287041623395,0.5869260204081631,0.011704811856050138,0.6715376938495506,0.009591212566267606,-0.16588991469375955,0.008094994824210184,0.29344314166437846,0.024404727944202616,-0.09778467808164099,0.03038810435744077,-0.07757175243761817,0.01568981252954753,0.26195080088716005,0.017990265018794152,0.26195080088716005,0.01799026501879414,0.16588991469375955,0.09778467808164099,0.07757175243761817
adult,gradient_boosting,equalized_odds,age_group,optional_main_grid_extension,30,0.843344081068632,0.004499425781827092,0.725033759194998,0.012706720763303647,0.5631377551020408,0.02240077132128571,0.6336098190379045,0.01467245633481549,-0.11910364135443176,0.013518074844420051,0.49236408032974055,0.03983791820588501,-0.0024954512586058664,0.04986274607785037,-0.0006403052625173533,0.0253019880384641,0.1713338136598296,0.01722824918442628,0.1713338136598296,0.01722824918442628,0.11910364135443176,0.038711740388038755,0.01988395322658846
adult,gradient_boosting,equalized_odds,race,optional_main_grid_extension,30,0.8540611085521264,0.0056768303786161696,0.7745657724554688,0.012928275338991461,0.5558248299319728,0.029766124746898555,0.6467055130630046,0.02076405549835891,-0.049199890701660275,0.015621049441360087,0.7283374575260712,0.07903281252065408,0.006805306626487353,0.05804065788516436,0.00414962551203478,0.029275804497231505,0.09706799071526155,0.027276056429973033,0.09706799071526154,0.027276056429973033,0.049199890701660275,0.04410061811349397,0.02330891157196298
adult,gradient_boosting,equalized_odds,sex,optional_main_grid_extension,30,0.836982445365679,0.004880203386773093,0.7241004308585156,0.013696434471324423,0.5220663265306122,0.02540917273712605,0.6063113087159798,0.017378793063182327,-0.0896376137658374,0.011420973952243466,0.559537578544684,0.04260459367502501,0.008517740858411341,0.03319591582784559,0.00403398596205854,0.017459964104190952,0.14250714826974986,0.01424518152458104,0.1425071482697498,0.014245181524581041,0.0896376137658374,0.026277862123958384,0.01365069573388762
adult,gradient_boosting,reweighing,age_group,optional_main_grid_extension,30,0.8608731255437843,0.0036906102785759895,0.7914885844648947,0.011656218110913422,0.573235544217687,0.01267909635362104,0.6648173622922013,0.010073913387464873,-0.16006951773603506,0.007785036372351358,0.3267259731508885,0.02258540671712484,-0.035698787044322625,0.030851138313341304,-0.03579816807119026,0.01566196763732575,0.22689713103707504,0.015959540546339634,0.22689713103707504,0.015959540546339645,0.16006951773603506,0.038446811491963384,0.03579816807119026
adult,gradient_boosting,reweighing,race,optional_main_grid_extension,30,0.8618967193817493,0.0035440902900451075,0.7868379236617695,0.010949301191352167,0.584906462585034,0.011096576456616197,0.6709437241491404,0.009200526054341449,-0.0674470386803933,0.013769703702442121,0.6436587550256282,0.06853335550795231,-0.012191636739553301,0.04739855120650225,-0.012662352366459023,0.023613557379246548,0.12112549278175419,0.02416618512817343,0.12112549278175418,0.02416618512817343,0.0674470386803933,0.03870318755650334,0.022010499915748383
adult,gradient_boosting,reweighing,sex,optional_main_grid_extension,30,0.8577306924612315,0.003871604271385586,0.7742231884519529,0.011795049546054912,0.5775935374149659,0.011990326199462244,0.6615324002706544,0.010084384345302174,-0.08355783246856431,0.009745605638166004,0.5971477489201776,0.04189530851520326,0.16890052637862146,0.03037624417157141,0.08232602791453658,0.016208471561329724,0.1844091594603862,0.009948114971862466,0.1844091594603862,0.009948114971862461,0.08355783246856431,0.16890052637862146,0.08232602791453658
adult,logistic_regression,ExponentiatedGradient_DP,age_group,required,30,0.7942064588771174,0.003736274646504406,0.6409876218771943,0.021812899181318405,0.3327380952380952,0.025652167737119827,0.437178898621166,0.019796420027052876,-0.016381114951458484,0.008005684071996191,0.8749229628504757,0.0607966223372512,0.039636801454367744,0.026233792505239672,0.0478945648832122,0.013054168584187113,0.057942859052929216,0.0156397797048523,0.05794285905292922,0.015639779704852294,0.01664440118013475,0.04030104404768241,0.0478945648832122
adult,logistic_regression,ExponentiatedGradient_DP,race,required,30,0.8442243717692821,0.003614034342977294,0.7335864943218972,0.010533325311883885,0.5543367346938773,0.010562569394933254,0.6314373469494708,0.009234613628664456,-0.015159325712946526,0.018108240855835584,0.9190005477768485,0.09823691024769367,0.05635806175723498,0.05188044479657155,0.04354822314881053,0.02633667677594934,0.05889752220512886,0.020649812487384286,0.05889752220512888,0.020649812487384296,0.01917936346471583,0.06656979474029458,0.04607223248275926
adult,logistic_regression,ExponentiatedGradient_DP,sex,required,30,0.8333128614565741,0.0037094497505942366,0.7350179640777079,0.01141076899342391,0.4811437074829932,0.013092266280028226,0.5814926659048424,0.011375169759874557,-0.013460234479796888,0.01173247895511386,0.918936337953553,0.07215014651835695,0.2985641239433146,0.03063745662130025,0.16734424415468566,0.016958446411943346,0.14393268063361225,0.013609816996942225,0.14393268063361225,0.013609816996942222,0.015442023536561508,0.2985641239433146,0.16734424415468566
